stationName,date,record,maxAirTmp,timeMaxAirTmp,minAirTmp,timeMinAirTmp,avgAirTmp,avgRelHum,avgDewPoint,maxRelHum,timeMaxRelHum,maxDewPoint,timeMaxDewPoint,minRelHum,timeMinRelHum,minDewPoint,timeMinDewPoint,avgWindSpeed,maxWindSpeed,timeMaxWindSpeed,maxWindSpeedDir,precip,solRad,eto,etoFlag,hstAirTmp01,hstAirTmp02,hstAirTmp03,hstAirTmp04,hstAirTmp05,hstAirTmp06,hstAirTmp07,hstAirTmp08,hstAirTmp09,hstAirTmp10,hstAirTmp11,hstAirTmp12,hstAirTmp13,batVolt,yearRain,eto7,eto30,maxSoilTmp,minSoilTmp,avgSoilTmp
Foothills,1/22/22,0,68.38,1441,52.6,702,59.71,22.38,,,,,,,,,,5.163,37.29,1,81,0,342.5,0.134,S,,,,,,,,,,,,,,,,,,,,
Foothills,1/23/22,0,75.36,1327,56.36,2226,62.7,23.72,,,,,,,,,,4.198,22.2,854,102,0,349.9,0.136,S,,,,,,,,,,,,,,,,,,,,
Foothills,1/24/22,0,70.19,1232,52.11,714,59.53,30.91,,,,,,,,,,1.309,10.46,1140,293,0,355.2,0.093,*,,,,,,,,,,,,,,,,,,,,
Foothills,1/25/22,0,67.41,1333,47,641,54.54,55.92,,,,,,,,,,1.68,13.82,1359,249,0,336.2,0.087,*,,,,,,,,,,,,,,,,,,,,
Foothills,1/26/22,0,69.6,1317,45.91,647,55.58,52.37,,,,,,,,,,1.947,10.46,1206,275,0,315.6,0.088,*,,,,,,,,,,,,,,,,,,,,
Foothills,1/27/22,0,70.69,1342,50.23,158,59.89,23.21,,,,,,,,,,2.54,18.85,244,117,0,375.2,0.118,*,,,,,,,,,,,,,,,,,,,,
Foothills,1/28/22,0,73.6,1436,54.43,157,61.42,13.39,,,,,,,,,,2.965,18.85,1817,130,0,306.6,0.11,*,,,,,,,,,,,,,,,,,,,,
Foothills,1/29/22,0,69.84,1312,53.21,2322,58.67,20.59,,,,,,,,,,1.488,15.49,1316,275,0,139.5,0.059,*,,,,,,,,,,,,,,,,,,,,
Foothills,1/30/22,0,70.56,1301,48.1,628,57.84,34.09,,,,,,,,,,2.059,15.49,1502,252,0,384,0.114,*,,,,,,,,,,,,,,,,,,,,
Foothills,1/31/22,0,64.31,1342,47.37,2345,53.34,51.28,,,,,,,,,,1.086,8.79,1359,273,0,211.6,0.055,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/1/22,0,58.65,1250,46.15,321,51.34,76.39,,,,,,,,,,1.236,13.82,953,204,0,201,0.048,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/2/22,0,58.17,1311,46.4,43,53.98,15.27,,,,,,,,,,7.865,40.65,1320,86,0,399.8,0.17,M,,,,,,,,,,,,,,,,,,,,
Foothills,2/3/22,0,65.46,1403,47.73,2010,55.03,24.02,,,,,,,,,,4.032,23.88,145,314,0,389.2,0.127,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/4/22,0,70.19,1459,49.56,705,57.12,18.83,,,,,,,,,,2.923,23.88,1816,332,0,400.7,0.122,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/5/22,0,73.6,1312,48.46,544,59.66,18.35,,,,,,,,,,2.491,25.56,2326,97,0,411.9,0.128,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/6/22,0,78.7,1507,57.52,440,67.98,13.17,,,,,,,,,,4.22,27.23,30,103,0,411.4,0.163,M,,,,,,,,,,,,,,,,,,,,
Foothills,2/7/22,0,78.95,1313,58.55,2359,67.37,14.9,,,,,,,,,,2.642,18.85,728,94,0,413.4,0.138,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/8/22,0,79.68,1551,55.4,327,69.24,14.73,,,,,,,,,,3.906,27.23,1854,17,0,404,0.164,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/9/22,0,83.8,1510,69.23,2340,75.19,10.16,,,,,,,,,,5.954,35.62,705,348,0,428.4,0.214,S,,,,,,,,,,,,,,,,,,,,
Foothills,2/10/22,0,82.2,1432,63.4,2328,73.02,18.71,,,,,,,,,,6.088,40.65,416,36,0,424.6,0.196,M,,,,,,,,,,,,,,,,,,,,
Foothills,2/11/22,0,83.6,1404,62.43,403,72.93,23.37,,,,,,,,,,3.545,23.88,658,132,0,422.2,0.165,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/12/22,0,86.2,1340,64.14,547,74.76,14.84,,,,,,,,,,2.281,13.82,1216,80,0,435.6,0.152,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/13/22,0,83.4,1318,62.81,2357,72.14,16.18,,,,,,,,,,2.123,15.49,1307,298,0,443.2,0.154,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/14/22,0,77.85,1347,47.49,2205,63.97,38.85,,,,,,,,,,1.456,12.14,1150,265,0,446.3,0.131,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/15/22,0,56.79,1200,39.04,1919,48.09,82.6,,,,,,,,,,3.315,30.59,1854,264,0.24,168.1,0.043,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/16/22,0,61.45,1229,41.18,226,50.26,63.8,,,,,,,,,,1.368,10.46,1351,140,0,417.7,0.099,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/17/22,0,70.21,1556,45.56,229,56.87,32.6,,,,,,,,,,4.042,33.94,925,118,0,444.2,0.145,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/18/22,0,71.29,1453,50.47,239,59.63,30.26,,,,,,,,,,2.684,15.49,1329,277,0,442.3,0.132,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/19/22,0,74.57,1318,52.48,2346,61.54,34.46,,,,,,,,,,2.043,13.82,1245,282,0,438.9,0.132,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/20/22,0,69.11,1311,46.89,553,54.27,70.23,,,,,,,,,,2.118,13.82,1344,274,0,439.9,0.113,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/21/22,0,56.73,1038,46.46,2246,49.78,78,,,,,,,,,,2.413,18.85,1223,260,0,137.8,0.042,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/22/22,0,56.48,1328,40.93,2359,46.95,82.2,,,,,,,,,,3.76,25.56,1630,264,0.16,232.9,0.06,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/23/22,0,58.67,1340,38.69,618,43.55,67.21,,,,,,,,,,3.545,20.52,1341,288,0.05,353.3,0.084,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/24/22,0,60.6,1413,38.76,107,47.86,31.92,,,,,,,,,,3.064,17.17,1252,252,0,471.7,0.131,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/25/22,0,62.06,1258,41.55,428,50.58,35.58,,,,,,,,,,2.76,15.49,1341,285,0,460.9,0.121,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/26/22,0,70.81,1426,46.22,128,56.8,21.66,,,,,,,,,,3.078,17.17,621,348,0,461,0.142,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/27/22,0,76.57,1459,49.56,524,62.16,16.1,,,,,,,,,,2.956,25.56,2038,108,0,462.3,0.152,*,,,,,,,,,,,,,,,,,,,,
Foothills,2/28/22,0,82.5,1539,57.64,47,70.95,10.82,,,,,,,,,,4.36,27.23,752,97,0,479.3,0.196,M,,,,,,,,,,,,,,,,,,,,
Foothills,3/1/22,0,82.8,1115,61.47,528,71.77,15.02,,,,,,,,,,2.858,18.85,1302,278,0,509.1,0.18,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/2/22,0,84.1,1259,57.82,2357,69.12,21.46,,,,,,,,,,1.866,13.82,1358,279,0,512.5,0.165,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/3/22,0,70.94,1222,51.26,1912,58.51,50.44,,,,,,,,,,2.361,13.82,1538,123,0.03,465.1,0.125,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/4/22,0,61.81,1055,46.21,611,52.04,76.29,,,,,,,,,,2.654,15.49,1246,251,0.02,252.1,0.071,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/5/22,0,56.72,1113,42.76,2359,47.47,74.23,,,,,,,,,,5.034,28.91,1258,274,0.02,323.9,0.085,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/6/22,0,62.06,1428,40.45,455,49.54,60.88,,,,,,,,,,2.201,13.82,1310,277,0,506.2,0.124,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/7/22,0,66.44,1413,45.07,602,55.73,30.43,,,,,,,,,,4.181,25.56,851,100,0,516.6,0.165,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/8/22,0,70.32,1336,49.68,2339,57.98,22.12,,,,,,,,,,3.195,20.52,712,0,0,519.4,0.163,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/9/22,0,67.17,1404,45.67,532,54.7,53.05,,,,,,,,,,2.002,13.82,1330,278,0,514.6,0.133,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/10/22,0,66.44,1257,47.37,1,55.92,55.32,,,,,,,,,,4.23,28.91,2104,29,0,448.7,0.131,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/11/22,0,75.05,1346,51.26,439,60.68,13.32,,,,,,,,,,4.531,30.59,15,23,0,544,0.191,M,,,,,,,,,,,,,,,,,,,,
Foothills,3/12/22,0,76.15,1350,53.57,115,63.1,18.82,,,,,,,,,,2.65,17.17,1319,269,0,542.4,0.174,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/13/22,0,70.44,1313,48.46,625,57.35,53.37,,,,,,,,,,2.822,15.49,1342,277,0,531.9,0.147,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/14/22,0,75.97,1345,47.98,603,59.86,61.02,,,,,,,,,,2.778,15.49,1249,248,0,537.7,0.156,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/15/22,0,78.58,1307,53.7,446,63.08,52.94,,,,,,,,,,2.462,17.17,1341,238,0,524.7,0.16,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/16/22,0,74.2,1356,47.13,611,59.53,64.35,,,,,,,,,,2.713,22.2,1420,281,0,537.5,0.149,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/17/22,0,81.4,1330,55.75,143,67.93,31.11,,,,,,,,,,3.888,25.56,648,122,0,539.5,0.197,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/18/22,0,78.58,1416,55.28,549,65.15,35.72,,,,,,,,,,2.107,13.82,1306,264,0,553.7,0.171,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/19/22,0,69.36,1331,49.44,414,57.1,66.33,,,,,,,,,,2.076,18.85,1616,269,0.2,468.9,0.128,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/20/22,0,69.59,1541,47.73,337,55.93,72.48,,,,,,,,,,3.518,18.85,1321,266,0.13,490.7,0.132,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/21/22,0,72.5,1413,48.83,450,59.57,61.99,,,,,,,,,,2.983,17.17,1315,287,0,517.6,0.144,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/22/22,0,86.1,1333,56.72,155,71.49,31.03,,,,,,,,,,3.079,22.2,1334,338,0,561.7,0.2,M,,,,,,,,,,,,,,,,,,,,
Foothills,3/23/22,0,85,1318,62.79,420,72.66,27.51,,,,,,,,,,3.566,18.85,1248,293,0,567.1,0.211,M,,,,,,,,,,,,,,,,,,,,
Foothills,3/24/22,0,84.7,1435,62.44,2256,72.37,30.58,,,,,,,,,,2.635,15.49,1230,277,0,578.6,0.203,M,,,,,,,,,,,,,,,,,,,,
Foothills,3/25/22,0,84.9,1321,53.2,2358,69.95,44.16,,,,,,,,,,2.416,15.49,1402,264,0,583.7,0.19,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/26/22,0,81.5,1455,49.07,2346,62.63,61.38,,,,,,,,,,2.289,13.82,1457,260,0,594.4,0.178,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/27/22,0,71.18,1230,47.61,222,55.69,74.37,,,,,,,,,,2.198,13.82,1248,258,0,569.6,0.153,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/28/22,0,60.49,1521,47.49,1919,52.24,81.4,,,,,,,,,,2.499,20.52,1024,130,1.42,164.8,0.046,S,,,,,,,,,,,,,,,,,,,,
Foothills,3/29/22,0,63.04,1219,46.52,331,52.84,79.07,,,,,,,,,,1.987,13.82,1043,288,0.03,315.2,0.079,M,,,,,,,,,,,,,,,,,,,,
Foothills,3/30/22,0,69.23,1237,47.73,533,56.22,77.69,,,,,,,,,,2.841,17.17,1250,282,0,560.7,0.146,*,,,,,,,,,,,,,,,,,,,,
Foothills,3/31/22,0,58.67,907,50.29,523,52.66,88.3,,,,,,,,,,0.608,7.108,18,99,0,99.7,0.026,S,,,,,,,,,,,,,,,,,,,,
Foothills,4/1/22,0,70.19,1452,51.62,245,57.33,78.5,,,,,,,,,,2.027,13.82,1231,308,0,395.8,0.111,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/2/22,0,62.06,1427,51.14,115,55.03,84,,,,,,,,,,1.739,12.14,1527,260,0,137,0.044,S,,,,,,,,,,,,,,,,,,,,
Foothills,4/3/22,0,59.63,1439,49.68,2350,53.99,87.2,,,,,,,,,,2.302,12.14,1634,301,0.01,112.2,0.037,S,,,,,,,,,,,,,,,,,,,,
Foothills,4/4/22,0,73.11,1340,48.1,500,57.44,80.1,,,,,,,,,,2.042,15.49,1407,245,0,510,0.141,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/5/22,0,80.3,1454,52.48,513,64.02,69.28,,,,,,,,,,1.735,12.14,1242,286,0,587.3,0.173,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/6/22,0,88.2,1421,58.43,207,73.61,50.65,,,,,,,,,,2.075,12.14,1256,280,0,598.2,0.199,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/7/22,0,95.7,1458,68.38,455,82,12.17,,,,,,,,,,3.023,17.17,1302,313,0,625.4,0.24,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/8/22,0,96.6,1232,71.18,521,82.6,12.29,,,,,,,,,,2.704,22.2,1324,276,0,639.7,0.242,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/9/22,0,83.9,1106,55.87,2350,70.1,45.87,,,,,,,,,,2.417,12.14,1155,234,0,619.1,0.2,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/10/22,0,66.92,1309,53.99,2248,58.16,77.62,,,,,,,,,,1.879,13.82,1325,276,0,287.7,0.086,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/11/22,0,67.65,1423,48.22,2358,56.31,75.92,,,,,,,,,,2.729,17.17,2133,265,0,388.5,0.107,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/12/22,0,69.72,1342,45.91,621,54.58,53.88,,,,,,,,,,3.617,25.56,1434,266,0,617,0.177,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/13/22,0,70.82,1319,43.61,459,55.98,37.47,,,,,,,,,,2.737,17.17,1413,297,0,650,0.185,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/14/22,0,72.21,1219,46.03,526,57.02,53.24,,,,,,,,,,3.014,17.17,1318,232,0,649.6,0.187,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/15/22,0,72.51,1315,47.25,400,57.62,66.06,,,,,,,,,,2.955,17.17,1212,269,0,641.6,0.183,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/16/22,0,70.33,1419,47.73,315,56.47,75.22,,,,,,,,,,3.797,20.52,1331,285,0,494.7,0.142,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/17/22,0,73.47,1325,50.65,25,59.96,72.13,,,,,,,,,,3.205,18.85,1307,201,0,645,0.188,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/18/22,0,80.3,1433,51.26,452,62.4,65.04,,,,,,,,,,2.675,15.49,1435,288,0,624.1,0.189,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/19/22,0,74.21,1200,53.56,1940,60.93,66.38,,,,,,,,,,2.898,15.49,1223,252,0,639.4,0.189,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/20/22,0,70.21,1408,48.71,2359,57.56,71.94,,,,,,,,,,2.618,17.17,1517,258,0,559.1,0.158,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/21/22,0,68.75,1321,46.03,433,56.93,69.52,,,,,,,,,,3.549,20.52,1216,285,0,649.6,0.179,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/22/22,0,62.79,1317,47.73,2305,53.23,78.95,,,,,,,,,,4.577,25.56,118,275,0.52,463.3,0.117,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/23/22,0,75.54,1336,46.21,531,60.35,59.11,,,,,,,,,,4.144,22.2,1245,291,0,659.1,0.202,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/24/22,0,85.5,1359,58.3,35,70.95,22.19,,,,,,,,,,4.058,23.88,1554,266,0,665.2,0.253,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/25/22,0,86.1,1311,62.01,16,73.24,19.25,,,,,,,,,,3.405,20.52,1245,282,0,675.1,0.251,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/26/22,0,82.7,1149,52.47,2342,66.97,39.1,,,,,,,,,,2.244,13.82,1247,273,0,595.1,0.19,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/27/22,0,71.53,1408,50.29,255,58.01,74.06,,,,,,,,,,1.948,12.14,1126,250,0,665.3,0.183,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/28/22,0,68.5,1355,50.23,2336,55.97,74.59,,,,,,,,,,2.815,17.17,1410,260,0,342.3,0.1,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/29/22,0,74.69,1515,47.98,157,59.35,69.61,,,,,,,,,,2.942,18.85,1332,251,0,657.9,0.19,*,,,,,,,,,,,,,,,,,,,,
Foothills,4/30/22,0,81.5,1331,53.45,521,64.53,59.87,,,,,,,,,,2.912,17.17,1425,263,0,690.3,0.219,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/1/22,0,73.23,1412,50.9,514,59.6,72.74,,,,,,,,,,1.71,12.14,1223,243,0,658.2,0.181,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/2/22,0,74.08,1352,53.68,505,59.74,76.93,,,,,,,,,,2.859,17.17,1148,260,0,530.6,0.154,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/3/22,0,68.44,1608,51.99,2358,58.37,75.86,,,,,,,,,,2.025,15.49,1513,289,0,366.4,0.103,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/4/22,0,80.4,1548,48.71,459,63.15,72,,,,,,,,,,2.689,17.17,1239,253,0,674.9,0.207,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/5/22,0,83.1,1534,50.29,205,65.64,67.49,,,,,,,,,,2.791,18.85,1412,267,0,674.6,0.22,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/6/22,0,82.2,1255,55.75,2323,66.78,56.33,,,,,,,,,,2.197,13.82,1256,257,0,673,0.214,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/7/22,0,77.12,1408,51.14,507,61.58,75.89,,,,,,,,,,2.197,13.82,1328,269,0,668.9,0.195,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/8/22,0,68.87,1134,51.75,2358,57.38,76.48,,,,,,,,,,2.067,13.82,1343,296,0,329.8,0.099,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/9/22,0,68.08,1510,48.59,343,55.88,64.21,,,,,,,,,,2.502,20.52,1405,288,0,496.9,0.139,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/10/22,0,70.21,1234,45.54,326,55.65,57.12,,,,,,,,,,3.493,23.88,1303,299,0,672.9,0.198,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/11/22,0,68.75,1256,44.82,115,55.87,51.23,,,,,,,,,,4.256,22.2,1218,286,0,703.6,0.198,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/12/22,0,80.6,1238,50.9,15,66.26,24.52,,,,,,,,,,3.657,20.52,1300,246,0,705.9,0.25,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/13/22,0,90,1423,60.8,537,74.33,23.79,,,,,,,,,,3.114,17.17,1436,265,0,707.9,0.261,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/14/22,0,93.3,1422,63.4,439,78.34,22.32,,,,,,,,,,2.91,17.17,1457,257,0,719.5,0.274,M,,,,,,,,,,,,,,,,,,,,
Foothills,5/15/22,0,87.6,1443,53.21,2332,71.78,39.43,,,,,,,,,,2.558,15.49,1148,245,0,606.2,0.215,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/16/22,0,78.22,1456,50.47,435,61.77,75.17,,,,,,,,,,2.604,15.49,1442,254,0,686.2,0.203,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/17/22,0,75.24,1420,52.59,322,60.78,74.91,,,,,,,,,,2.895,15.49,1224,260,0,636.6,0.187,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/18/22,0,78.46,1514,51.5,506,61.41,76.18,,,,,,,,,,2.882,15.49,906,277,0,662.1,0.196,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/19/22,0,72.75,1304,52.83,512,59.19,82.7,,,,,,,,,,2.023,17.17,1339,289,0.01,563.5,0.16,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/20/22,0,60.54,1057,52.59,114,55.59,89.6,,,,,,,,,,1.074,8.79,114,127,0.14,138.9,0.041,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/21/22,0,59.63,1243,52.95,222,55.79,86.4,,,,,,,,,,1.028,7.108,927,303,0.01,130.2,0.039,M,,,,,,,,,,,,,,,,,,,,
Foothills,5/22/22,0,73.78,1303,51.75,2358,61.24,73.57,,,,,,,,,,3.463,20.52,1355,268,0,624.7,0.185,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/23/22,0,74.2,1423,49.8,604,58.82,80.3,,,,,,,,,,2.398,15.49,1158,284,0,623.6,0.174,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/24/22,0,80.8,1435,52.22,520,62.95,75.28,,,,,,,,,,2.764,13.82,1147,276,0,686.8,0.208,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/25/22,0,80.5,1326,53.94,139,65.37,72.31,,,,,,,,,,2.218,13.82,1013,283,0,688.8,0.211,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/26/22,0,78.7,1149,51.75,428,61.87,76.79,,,,,,,,,,2.299,17.17,1212,291,0,677.2,0.2,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/27/22,0,77.85,1336,53.33,2211,61.49,73.78,,,,,,,,,,3.024,17.17,1403,292,0,611.2,0.184,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/28/22,0,66.19,1458,53.93,526,57.51,80.4,,,,,,,,,,1.429,12.14,1611,252,0,179.1,0.057,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/29/22,0,74.57,1447,53.44,2359,60.88,75.01,,,,,,,,,,1.83,13.82,943,252,0,510.9,0.147,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/30/22,0,77.24,1350,51.01,357,62.31,70.04,,,,,,,,,,3.064,17.17,1130,254,0,655.7,0.203,*,,,,,,,,,,,,,,,,,,,,
Foothills,5/31/22,0,79.07,1456,51.26,208,63.99,69.79,,,,,,,,,,2.701,18.85,1328,271,0,699.9,0.215,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/1/22,0,85.3,1354,54.67,422,66.86,68.12,,,,,,,,,,2.677,15.49,1331,255,0,703.6,0.228,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/2/22,0,83.6,1400,51.02,525,64.7,73.17,,,,,,,,,,2.355,17.17,1426,286,0,692.6,0.218,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/3/22,0,79.19,1300,53.2,431,62.98,76.18,,,,,,,,,,2.975,17.17,1325,292,0,651.7,0.195,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/4/22,0,79.19,1430,55.63,610,63.7,73.57,,,,,,,,,,2.912,18.85,1438,268,0,618.2,0.19,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/5/22,0,80.5,1415,56.96,548,66.33,71.62,,,,,,,,,,3.093,18.85,1200,263,0,667.6,0.21,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/6/22,0,83.5,1337,54.78,344,66.84,74.22,,,,,,,,,,2.361,17.17,1421,288,0,694.7,0.222,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/7/22,0,83.5,1540,55.26,451,67.08,77.07,,,,,,,,,,2.769,17.17,1248,284,0,694.4,0.221,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/8/22,0,83.7,1531,55.63,456,67.34,76.18,,,,,,,,,,2.821,15.49,1155,255,0,692.7,0.222,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/9/22,0,87.3,1333,54.78,417,68.82,73.64,,,,,,,,,,2.49,15.49,1233,285,0,691,0.228,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/10/22,0,89.4,1346,60,2359,73.37,62.22,,,,,,,,,,2.785,15.49,1304,254,0,647,0.227,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/11/22,0,90.1,1423,60,434,74.15,56.24,,,,,,,,,,2.748,15.49,1228,269,0,695,0.246,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/12/22,0,86.6,1415,55.27,506,68.69,69.52,,,,,,,,,,2.437,17.17,1054,297,0,715.7,0.236,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/13/22,0,79.19,1433,57.63,309,64.86,78.27,,,,,,,,,,2.111,13.82,1243,279,0,540.1,0.163,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/14/22,0,82.7,1356,58,2350,67.23,72.07,,,,,,,,,,3.162,17.17,1524,289,0,652.3,0.211,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/15/22,0,87.7,1406,55.87,519,67.16,75.72,,,,,,,,,,2.854,13.82,1216,285,0,691.8,0.223,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/16/22,0,87.2,1312,55.87,523,67.23,76.98,,,,,,,,,,2.619,15.49,1300,261,0,698.7,0.224,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/17/22,0,80.4,1318,58.12,515,65.22,71.31,,,,,,,,,,2.909,17.17,1313,259,0,697.9,0.212,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/18/22,0,78.46,1512,55.14,413,64.43,61.54,,,,,,,,,,2.771,15.49,1425,268,0,719.9,0.222,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/19/22,0,80.5,1234,53.7,455,66.89,52.01,,,,,,,,,,4.057,22.2,1332,263,0,719.9,0.24,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/20/22,0,93.9,1217,59.16,338,75.93,40.09,,,,,,,,,,2.846,17.17,1243,258,0,727.9,0.273,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/21/22,0,89.4,1505,63.28,438,75,44.46,,,,,,,,,,1.996,13.82,1256,259,0,724.8,0.247,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/22/22,0,92.8,1353,64.49,23,76.12,48.57,,,,,,,,,,2.54,15.49,1219,255,0.02,520.8,0.202,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/23/22,0,93.7,1338,65.04,18,77.81,46.55,,,,,,,,,,3.261,17.17,1246,265,0,708,0.276,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/24/22,0,94.6,1329,65.22,2338,78.71,37.01,,,,,,,,,,3.137,17.17,1205,270,0,738,0.285,*,,,,,,,,,,,,,,,,,,,,
Foothills,6/25/22,0,92.8,1202,62.8,2319,76.83,40.65,,,,,,,,,,2.96,15.49,1210,278,0,749.4,0.28,*,,,,,,,,,,,,,,,,,,,,
